"Country.Name","Program.Name","FY2000","FY2001","FY2002","FY2003","FY2004","FY2005","FY2006","FY2007","FY2008","FY2009"
"Cote d'Ivoire","Global HIV/AIDS Initiative",NA,NA,NA,NA,7041262,19699259,21358116,36730874,12230243,882987
"Cote d'Ivoire","Global Health and Child Survival",NA,NA,NA,NA,NA,NA,NA,NA,57575609,70815861
"Cote d'Ivoire","Migration and Refugee Assistance",117490,904932,NA,3305526,631969,586260,2057312,1096616,1123114,387929
"Cote d'Ivoire","Narcotics Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cote d'Ivoire","Nonproliferation, Anti-Terrorism, Demining and Related",NA,NA,NA,NA,NA,NA,NA,NA,NA,120913
"Cote d'Ivoire","Other Active Grant Programs",326712,NA,144031,9230670,11403472,6755769,5460677,6061306,5673296,9671191
"Cote d'Ivoire","Other Food Aid Programs",4385180,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cote d'Ivoire","Other State Assistance",50071,18626,161328,117846,188343,192814,565092,1422780,1586422,1287230
"Cote d'Ivoire","Other USAID Assistance",NA,126823,NA,3039317,749783,1877780,892826,40090011,2127074,1058239
"Cote d'Ivoire","Peace Corps",3571305,3472984,3551401,1117178,NA,NA,NA,NA,NA,NA
"Cote d'Ivoire","Title I",6258859,NA,NA,NA,7030416,NA,NA,NA,NA,NA
"Cote d'Ivoire","Title II",NA,NA,NA,7746829,9088084,6667632,3699711,5222087,NA,6343488
"Croatia","Child Survival and Health",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Croatia","Department of Defense Security Assistance",NA,NA,NA,NA,1522436,393896,1711763,NA,NA,NA
"Croatia","Development Assistance",NA,NA,NA,NA,NA,NA,117647,NA,NA,NA
"Croatia","Economic Support Fund/Security Support Assistance",31294296,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Croatia","Migration and Refugee Assistance",3791932,12584138,3431285,NA,NA,NA,NA,21244,NA,NA
"Croatia","Narcotics Control",NA,NA,NA,NA,NA,37975,NA,NA,NA,317094
"Croatia","Nonproliferation, Anti-Terrorism, Demining and Related",3724021,3250419,5497934,2096477,1723513,3192336,3533269,2131749,3921595,2015213
"Croatia","Other Active Grant Programs",31294,742085,997087,842597,1088667,NA,137429,559679,NA,103593
"Croatia","Other State Assistance",NA,NA,NA,23569,2375178,1891590,1588034,2067905,1390620,1501334
"Croatia","Other USAID Assistance",33264585,61962409,55625446,38631354,25354775,28064076,12076923,11616146,1676400,216635
"Croatia","Title I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Croatia","Title II",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cuba","Development Assistance",NA,NA,NA,NA,NA,NA,3748671,NA,NA,25190
"Cuba","Economic Support Fund/Security Support Assistance",4309850,3459777,8693557,7486420,9357128,14889091,10527866,8753779,29067770,20157074
"Cuba","Inactive Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cuba","Migration and Refugee Assistance",NA,NA,NA,NA,NA,1903701,721101,530689,2490273,600460
"Cuba","Other Active Grant Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cuba","Other State Assistance",1122612,935504,1011764,1347416,1320645,137183,3797332,3302538,1410128,NA
"Cuba","Other USAID Assistance",NA,NA,NA,NA,57450,111270,107590,45976,1708163,208171
"Cuba","Title II",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cyprus","Development Assistance",NA,NA,NA,17088,NA,NA,NA,NA,NA,NA
"Cyprus","Economic Support Fund/Security Support Assistance",257865,19132175,14444750,1188385,8386843,38329311,26182491,14742941,16036569,10089716
"Cyprus","Narcotics Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cyprus","Nonproliferation, Anti-Terrorism, Demining and Related",NA,NA,NA,NA,NA,458432,268976,NA,279758,NA
"Cyprus","Other Active Grant Programs",NA,NA,NA,NA,NA,NA,NA,149,198905,NA
"Cyprus","Other USAID Assistance",NA,NA,6810,52805,23939,344151,233745,209734,409437,467801
"Cyprus","Peace Corps",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cyprus","Title I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cyprus","Title II",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Czech Republic","Narcotics Control",NA,NA,NA,NA,364,NA,NA,NA,NA,NA
"Czech Republic","Nonproliferation, Anti-Terrorism, Demining and Related",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Czech Republic","Other Active Grant Programs",1886111,376750,2392987,1040343,233662,479458,8607233,28459679,3597029,4610194
"Czech Republic","Other State Assistance",NA,NA,NA,NA,2471518,2370051,2190541,2642323,2329952,2055518
"Czech Republic","Other USAID Assistance",NA,162554,473137,19433,NA,NA,NA,NA,NA,NA
"Czech Republic","Peace Corps",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Denmark","Inactive Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Denmark","Other Active Grant Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,87671
"Denmark","Other USAID Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Denmark","Title II",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Djibouti","Child Survival and Health",NA,NA,NA,NA,574504,NA,53795,78330,NA,NA
"Djibouti","Department of Defense Security Assistance",NA,NA,NA,NA,NA,49474,NA,NA,NA,NA
"Djibouti","Development Assistance",NA,188046,166692,2587431,138685,126881,844291,NA,2419774,3437040
"Djibouti","Economic Support Fund/Security Support Assistance",NA,NA,NA,2355712,22980173,1094897,4921427,7288463,NA,175378
"Djibouti","Global HIV/AIDS Initiative",NA,NA,NA,NA,NA,NA,84144,533469,360802,294517
"Djibouti","Global Health and Child Survival",NA,NA,NA,NA,NA,NA,NA,NA,506422,499773
"Djibouti","Migration and Refugee Assistance",NA,122288,NA,NA,NA,NA,NA,104440,102101,876618
"Djibouti","Narcotics Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,333718
"Djibouti","Nonproliferation, Anti-Terrorism, Demining and Related",933822,489153,486032,412460,NA,NA,164086,371062,NA,NA
"Djibouti","Other Active Grant Programs",NA,NA,NA,NA,2450339,185153,1076,44327,1040964,2540132
"Djibouti","Other Food Aid Programs",2295940,2880940,NA,NA,NA,NA,NA,NA,NA,NA
"Djibouti","Other State Assistance",NA,NA,NA,NA,NA,NA,32277,NA,20420,20152
"Djibouti","Other USAID Assistance",NA,17513,9617,-4425,658497,820044,760759,543980,928522,1845859
"Djibouti","Title II",1786278,150170,1504653,4033272,1142689,1712890,2302112,1038966,2792164,NA
"Dominica","Other Active Grant Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,26704
"Dominica","Other State Assistance",NA,NA,NA,NA,NA,NA,31680,NA,NA,NA
"Dominica","Other USAID Assistance",NA,NA,NA,NA,NA,33381,NA,60860,NA,NA
"Dominican Republic","Child Survival and Health",4130847,7808099,11467463,14782693,15492015,15261987,14170437,12381865,36224,NA
"Dominican Republic","Department of Defense Security Assistance",NA,NA,NA,NA,NA,12901,NA,NA,NA,NA
"Dominican Republic","Development Assistance",8699814,11604999,7927543,11710985,13511350,8208517,8623748,16796866,13719208,25507794
"Dominican Republic","Economic Support Fund/Security Support Assistance",4441287,4265411,2767013,3564835,4718991,3489174,2059105,2115301,12272245,1339437
"Dominican Republic","Food For Education",NA,17189488,NA,NA,3791441,NA,NA,NA,NA,NA
"Dominican Republic","Global HIV/AIDS Initiative",NA,NA,NA,NA,NA,3664,306464,101627,221031,308139
"Dominican Republic","Global Health and Child Survival",NA,NA,NA,NA,NA,NA,NA,NA,12037602,11900284
"Dominican Republic","Inactive Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dominican Republic","Migration and Refugee Assistance",NA,NA,NA,NA,NA,NA,91452,208879,775816,NA
"Dominican Republic","Millennium Challenge Corporation",NA,NA,NA,NA,NA,NA,32779,31820,NA,NA
"Dominican Republic","Narcotics Control",876240,99053,NA,NA,1217551,2892340,2316523,906237,964397,13224397
"Dominican Republic","Nonproliferation, Anti-Terrorism, Demining and Related",NA,NA,NA,NA,NA,123510,152590,521297,NA,NA
"Dominican Republic","Other Active Grant Programs",1464803,3301760,5168028,3981656,1177734,738322,3948542,17360233,2132814,4010324
"Dominican Republic","Other Food Aid Programs",NA,772027,273582,2353027,NA,NA,NA,NA,NA,NA
"Dominican Republic","Other State Assistance",NA,24458,NA,NA,NA,29965,42821,20888,40344,20152
"Dominican Republic","Other USAID Assistance",NA,2957730,3565298,3056829,3753314,3451110,3164423,2740838,6776354,5942230
"Dominican Republic","Other USDA Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dominican Republic","Peace Corps",4382453,4086870,3754716,3641435,3141390,2365369,2924860,3058585,3201336,4161415
"Dominican Republic","Title I",NA,NA,NA,NA,NA,NA,8306772,NA,NA,1205526
"Dominican Republic","Title II",123300,2044780,NA,NA,NA,91600,NA,208556,234455,115850
"East Africa (not specified)","Child Survival and Health",NA,NA,NA,NA,NA,NA,NA,8013835,NA,NA
"East Africa (not specified)","Development Assistance",NA,NA,NA,NA,NA,NA,44611,21208302,NA,NA
"East Africa (not specified)","Economic Support Fund/Security Support Assistance",NA,NA,NA,NA,438157,NA,NA,241256,NA,NA
"East Africa (not specified)","Global HIV/AIDS Initiative",NA,NA,NA,NA,NA,NA,NA,800335,NA,NA
"East Africa (not specified)","Migration and Refugee Assistance",4381201,NA,NA,NA,NA,NA,NA,20888,NA,NA
"East Africa (not specified)","Other Active Grant Programs",5933399,NA,231065,NA,NA,NA,NA,NA,NA,122662
"East Africa (not specified)","Other State Assistance",NA,NA,120305,NA,NA,NA,NA,NA,661270,841613
"East Africa (not specified)","Other USAID Assistance",NA,733729,NA,294614,NA,279754,NA,6442580,1574422,1481188
"East Africa (not specified)","Title I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"East Africa (not specified)","Title II",NA,NA,NA,353537,953677,778890,758705,1253276,122522,NA
"Eastern Europe (not specified)","Child Survival and Health",NA,NA,NA,NA,NA,NA,NA,NA,61261,NA
"Eastern Europe (not specified)","Development Assistance",NA,NA,NA,NA,NA,361175,215181,NA,209802,843007
"Eastern Europe (not specified)","Economic Support Fund/Security Support Assistance",455332,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eastern Europe (not specified)","Global Health and Child Survival",NA,NA,NA,NA,NA,NA,NA,NA,129963,NA
"Eastern Europe (not specified)","Inactive Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eastern Europe (not specified)","Migration and Refugee Assistance",63223295,18070038,3609146,NA,NA,NA,17651721,5356902,8953853,856475
"Eastern Europe (not specified)","Narcotics Control",NA,NA,NA,NA,NA,NA,NA,158748,245675,121920
"Eastern Europe (not specified)","Nonproliferation, Anti-Terrorism, Demining and Related",NA,NA,NA,NA,NA,157666,NA,NA,1798706,NA
"Eastern Europe (not specified)","Other Active Grant Programs",NA,NA,NA,2586533,196005,125747,3765664,332786,547034,6589597
"Eastern Europe (not specified)","Other Food Aid Programs",15471534,17704247,NA,NA,NA,NA,NA,NA,NA,NA
"Eastern Europe (not specified)","Other State Assistance",NA,NA,NA,NA,NA,NA,NA,NA,807045,NA
"Eastern Europe (not specified)","Other USAID Assistance",NA,8245884,13991042,-419459,7847995,492296,4732652,6251488,16691465,13564480
"Eastern Europe (not specified)","Peace Corps",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eastern Europe (not specified)","Title II",NA,41551072,2102930,NA,NA,111260,NA,NA,NA,NA
"Eastern Europe (not specified)","Voluntary Contributions to Multilateral Organizations, Total",44786791,46090176,63258543,45631734,40536781,41890581,1081843,NA,4568091,NA
"Ecuador","Child Survival and Health",688475,NA,NA,1414,57416,NA,NA,2088793,NA,NA
"Ecuador","Department of Defense Security Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Development Assistance",14669514,8816547,8609765,9029811,7356355,7941059,6574898,9336587,10155086,8667106
"Ecuador","Economic Support Fund/Security Support Assistance",6884745,21673743,20746085,21092233,14777975,14883167,4542014,6197396,6463383,41873
"Ecuador","Global Health and Child Survival",NA,NA,NA,NA,NA,NA,NA,NA,2042026,352662
"Ecuador","Inactive Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Migration and Refugee Assistance",NA,NA,NA,208165,147188,NA,1075904,1347271,1715302,1462849
"Ecuador","Narcotics Control",26537563,2690340,30076224,36409637,36688373,33836611,28726829,18405109,401809,451674
"Ecuador","Nonproliferation, Anti-Terrorism, Demining and Related",1251772,1177635,433098,NA,574504,293736,NA,52220,NA,NA
"Ecuador","Other Active Grant Programs",24844,533033,3309167,2913320,4742835,7666975,1642159,2067645,1941365,1429405
"Ecuador","Other Food Aid Programs",22610536,NA,NA,NA,6231361,NA,NA,NA,NA,NA
"Ecuador","Other State Assistance",132688,152855,159524,260076,76040,335398,1175917,629820,1175866,1045029
"Ecuador","Other USAID Assistance",NA,1864780,2039200,3228452,3015321,2372490,1787344,3289719,3454869,3241184
"Ecuador","Other USDA Assistance",NA,NA,NA,613757,NA,NA,NA,NA,NA,NA
"Ecuador","Peace Corps",2951678,3227185,3384177,3527125,3441281,2816805,2929824,2958350,2706402,3516547
"Ecuador","Title I",11586525,14494503,6015245,NA,6220474,3407711,7953238,NA,NA,NA
"Ecuador","Title II",NA,NA,1906472,NA,NA,113495,109742,NA,911663,NA
"Egypt","Child Survival and Health",NA,NA,NA,NA,NA,NA,NA,5430862,1034797,282130
"Egypt","Development Assistance",NA,NA,NA,377036,NA,1029248,1212754,8399124,4838427,762083
"Egypt","Economic Support Fund/Security Support Assistance",927216202,501558557,1069256973,472738101,748553712,294659635,518596850,644852070,167373318,423882670
"Egypt","Global Health and Child Survival",NA,NA,NA,NA,NA,NA,NA,NA,5105065,4836512
"Egypt","Inactive Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Egypt","Migration and Refugee Assistance",NA,NA,NA,NA,NA,551659,2155177,3102511,8882482,18663678
"Egypt","Narcotics Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,723726
"Egypt","Nonproliferation, Anti-Terrorism, Demining and Related",NA,NA,NA,NA,NA,244677,410574,1679560,303738,898869
"Egypt","Other Active Grant Programs",319002,1974012,2084719,4471922,6919917,1561118,9369538,23246451,5311332,14739272
"Egypt","Other Food Aid Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Egypt","Other State Assistance",475200,223787,700592,576848,1067179,1578467,624068,8038233,2347215,5184967
"Egypt","Other USAID Assistance",NA,4580636,6832915,4813029,3631292,3448649,3701285,6221861,11084860,13806627
"Egypt","Other USDA Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Egypt","Title I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Egypt","Title II",1378451,403918,4811233,2765252,2693276,NA,NA,NA,NA,NA
"El Salvador","Child Survival and Health",13137346,17801488,18037313,10959637,7583457,8183909,8762163,7593955,80303,NA
"El Salvador","Department of Defense Security Assistance",NA,NA,NA,NA,NA,NA,NA,NA,102101,75443
"El Salvador","Development Assistance",24417062,53283995,61740054,32062952,31701193,29880117,26427054,13525146,15368455,19723960
"El Salvador","Economic Support Fund/Security Support Assistance",1877658,17980029,37583250,2456717,551524,433945,177524,2082747,31202,4144112
"El Salvador","Food For Education",NA,2809419,NA,NA,NA,NA,NA,NA,NA,NA
"El Salvador","Global Health and Child Survival",NA,NA,NA,NA,NA,NA,NA,NA,8578446,4946707
"El Salvador","Inactive Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"El Salvador","Migration and Refugee Assistance",NA,NA,139699,NA,NA,NA,10759,83453,NA,272054
"El Salvador","Millennium Challenge Corporation",NA,NA,NA,NA,NA,NA,2345519,210742834,155131315,95289992
"El Salvador","Narcotics Control",500709,805879,NA,NA,305876,778066,755487,1528432,10524747,3229499
"El Salvador","Nonproliferation, Anti-Terrorism, Demining and Related",NA,NA,NA,58923,NA,297091,579983,NA,NA,NA
"El Salvador","Other Active Grant Programs",192108,10184965,7753411,1763727,2060995,744530,6182872,2457932,2975054,1795573
"El Salvador","Other Food Aid Programs",NA,18760254,NA,9315565,6333288,28151,NA,5308897,NA,NA
"El Salvador","Other State Assistance",NA,21125,36091,NA,34260,32179,14982,136816,1644019,30228
"El Salvador","Other USAID Assistance",NA,27190269,37021411,5269501,6608185,7579325,5883371,5829857,6881195,7928550
"El Salvador","Other USDA Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"El Salvador","Peace Corps",2508551,2724580,2963110,2906077,2479561,2280441,2728504,2646074,2524425,3163885
"El Salvador","Title I",12517719,6114408,6015245,NA,7166907,3961991,NA,NA,NA,NA
"El Salvador","Title II",NA,1859758,NA,2173901,723646,686647,933777,288880,102101,109548
"Equatorial Guinea","Development Assistance",NA,29013,13234,-52704,NA,NA,NA,NA,NA,NA
"Equatorial Guinea","Economic Support Fund/Security Support Assistance",NA,NA,NA,265153,258527,8902,NA,NA,NA,NA
"Equatorial Guinea","Other Active Grant Programs",NA,NA,NA,NA,NA,208631,67244,26110,13927,166855
"Equatorial Guinea","Other Food Aid Programs",NA,754412,NA,NA,NA,NA,NA,NA,NA,NA
"Equatorial Guinea","Other State Assistance",NA,NA,72184,NA,NA,NA,NA,NA,NA,NA
"Equatorial Guinea","Other USAID Assistance",NA,NA,NA,-606,NA,NA,NA,NA,NA,NA
"Equatorial Guinea","Peace Corps",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Equatorial Guinea","Title II",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eritrea","Child Survival and Health",5323786,6007653,6436312,6598455,5745043,15070,NA,NA,NA,NA
"Eritrea","Department of Defense Security Assistance",NA,NA,NA,NA,NA,18916,89300,NA,NA,NA
"Eritrea","Development Assistance",6129927,7946019,7141638,5693819,2102412,123002,53795,NA,96996,54287
"Eritrea","Economic Support Fund/Security Support Assistance",NA,NA,NA,1188678,NA,87686,NA,NA,NA,NA
"Eritrea","Food For Education",NA,10500451,NA,NA,4755745,NA,NA,NA,NA,NA
"Eritrea","Migration and Refugee Assistance",2816487,20809093,1246439,879818,NA,NA,1506266,NA,NA,NA
"Eritrea","Nonproliferation, Anti-Terrorism, Demining and Related",625886,1284026,1927284,2828299,NA,691838,NA,NA,NA,NA
"Eritrea","Other Active Grant Programs",187766,183432,180457,NA,NA,226991,56352,NA,NA,239458
"Eritrea","Other Food Aid Programs",30809946,29857038,NA,456617,NA,NA,NA,NA,NA,NA
"Eritrea","Other State Assistance",NA,29961,36645,NA,NA,57501,NA,NA,NA,NA
"Eritrea","Other USAID Assistance",NA,4663337,1770905,5274493,5741182,3610681,2351282,3014907,3069578,NA
"Eritrea","Peace Corps",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eritrea","Title I",NA,12228816,12030490,10625376,5514541,NA,NA,NA,NA,NA
"Eritrea","Title II",3205412,3635872,6697735,79310338,74847229,143055054,2616061,NA,NA,NA
"Estonia","Department of Defense Security Assistance",NA,NA,NA,NA,1014575,1407566,1311527,45953,NA,NA
"Estonia","Global HIV/AIDS Initiative",NA,NA,NA,NA,NA,NA,NA,NA,NA,40304
"Estonia","Narcotics Control",NA,NA,NA,NA,82729,NA,NA,NA,NA,NA
"Estonia","Nonproliferation, Anti-Terrorism, Demining and Related",375532,NA,240610,276938,NA,NA,124818,NA,190418,NA
"Estonia","Other Active Grant Programs",135229,NA,NA,353537,57450,66762,215321,23875,8254082,9799051
"Estonia","Other State Assistance",NA,13452,NA,NA,1144413,990303,1031792,1357715,1415124,1249432
"Estonia","Other USAID Assistance",NA,NA,300762,NA,NA,NA,NA,NA,NA,NA
"Estonia","Peace Corps",831177,903710,448737,NA,NA,NA,NA,NA,NA,NA
"Estonia","Title I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ethiopia","Child Survival and Health",33128142,35620769,56286869,35052226,47381881,20883793,27574506,29601605,1496897,NA
"Ethiopia","Department of Defense Security Assistance",NA,NA,NA,NA,1599,NA,NA,NA,NA,NA
"Ethiopia","Development Assistance",15951329,19860352,35808540,26983298,22533502,38663671,33771877,36014874,39399027,88488815
"Ethiopia","Economic Support Fund/Security Support Assistance",NA,NA,NA,6244908,5802494,8835394,5076107,11674432,4404512,2015213
"Ethiopia","Food For Education",NA,6138555,NA,NA,NA,NA,NA,NA,4390,3966513
"Ethiopia","Global HIV/AIDS Initiative",NA,NA,NA,NA,16830616,53128232,81451616,169735078,21985248,13541010
"Ethiopia","Global Health and Child Survival",NA,NA,NA,NA,NA,NA,NA,NA,303898558,342141344
"Ethiopia","Inactive Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ethiopia","Migration and Refugee Assistance",NA,1832673,1241465,1197330,890146,1670122,5362448,9175425,10756228,15069101
"Ethiopia","Narcotics Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ethiopia","Nonproliferation, Anti-Terrorism, Demining and Related",312943,NA,1533887,353537,NA,334923,982867,991297,NA,951471
"Ethiopia","Other Active Grant Programs",3491117,6061316,7898321,13875707,10346846,11340832,10135639,6181245,11694802,8837244
"Ethiopia","Other Food Aid Programs",117953256,27619210,1920968,NA,NA,NA,NA,NA,12922079,NA
"Ethiopia","Other State Assistance",NA,49215,165588,37897,159731,680141,392960,1953788,1617010,736061
"Ethiopia","Other USAID Assistance",NA,12231531,5692906,41885085,64142318,77440603,20862527,26941471,44529755,61638428
"Ethiopia","Other USDA Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ethiopia","Peace Corps",NA,NA,NA,NA,NA,NA,NA,530704,697028,967302
"Ethiopia","Title I",NA,NA,NA,6289969,NA,2883184,NA,7503057,NA,4410168
"Ethiopia","Title II",176444002,149580803,101066220,572629572,328726441,547305899,157715037,189711761,573271045,416368431
"Eurasia (not specified)","Child Survival and Health",NA,611441,481220,NA,2298017,1112700,2623054,NA,252835,NA
"Eurasia (not specified)","Department of Defense Security Assistance",42970499,29340335,25959500,118275791,103568451,109312739,105644736,90360262,201293334,231108002
"Eurasia (not specified)","Development Assistance",NA,NA,NA,NA,1181584,NA,165313,NA,NA,NA
"Eurasia (not specified)","Economic Support Fund/Security Support Assistance",25035,794873,1443659,13651306,2545953,445080,8439591,3090369,2271754,1923812
"Eurasia (not specified)","Global HIV/AIDS Initiative",NA,NA,NA,NA,NA,NA,NA,NA,1021,NA
"Eurasia (not specified)","Global Health and Child Survival",NA,NA,NA,NA,NA,NA,NA,NA,1620348,803156
"Eurasia (not specified)","Inactive Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eurasia (not specified)","Migration and Refugee Assistance",12836157,14323320,NA,5926381,412264,NA,5086087,NA,765597,NA
"Eurasia (not specified)","Narcotics Control",NA,NA,NA,NA,28725,NA,NA,NA,80553,1688749
"Eurasia (not specified)","Nonproliferation, Anti-Terrorism, Demining and Related",NA,NA,NA,NA,NA,17185615,22538703,26760049,63515,NA
"Eurasia (not specified)","Other Active Grant Programs",2290261,3292904,5953204,13917150,6183562,27970987,6455,1570753,1243594,NA
"Eurasia (not specified)","Other Food Aid Programs",4954672,NA,NA,16528979,15902400,NA,NA,NA,NA,NA
"Eurasia (not specified)","Other State Assistance",307550,8535714,331812,3045615,1139817,2007400,1325847,3433922,2073818,443937
"Eurasia (not specified)","Other USAID Assistance",20975941,49486556,64051195,44343368,33743926,18664557,21069757,26929157,32926252,20542871
"Eurasia (not specified)","Other USDA Assistance",NA,NA,NA,7070748,6273587,NA,NA,NA,NA,NA
"Eurasia (not specified)","Peace Corps",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eurasia (not specified)","Title I",NA,4794809,NA,NA,NA,NA,NA,NA,NA,NA
"Eurasia (not specified)","Title II",3879116,8902578,7085747,NA,3791729,2893020,3202918,1089108,114864,115875
"Fiji","Economic Support Fund/Security Support Assistance",NA,NA,120305,NA,337234,NA,NA,NA,176891,135523
"Fiji","Narcotics Control",NA,9783,NA,NA,NA,NA,NA,NA,NA,228492
"Fiji","Other Active Grant Programs",NA,NA,NA,NA,NA,NA,394237,NA,180478,87
"Fiji","Other State Assistance",NA,NA,NA,22836,NA,NA,NA,30287,NA,11285
"Fiji","Other USAID Assistance",NA,NA,NA,29461,NA,NA,NA,NA,NA,50380
"Fiji","Peace Corps",NA,NA,NA,1088895,1653423,1382133,1481978,1463621,1433573,2216735
"Finland","Inactive Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Finland","Other USAID Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,3842
"Finland","Title I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Finland","Title II",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"France","Economic Support Fund/Security Support Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"France","Inactive Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"France","Other Active Grant Programs",NA,NA,NA,NA,NA,NA,NA,NA,1592780,186951
"France","Other USAID Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"France","Title I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"France","Title II",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gabon","Department of Defense Security Assistance",NA,NA,NA,NA,NA,3338,NA,200211,NA,151129
"Gabon","Development Assistance",NA,69276,73145,20034,74414,28930,NA,NA,56156,105799
"Gabon","Economic Support Fund/Security Support Assistance",NA,NA,NA,304596,16661,177419,NA,544424,15315,144995
"Gabon","Global HIV/AIDS Initiative",NA,NA,NA,NA,NA,NA,NA,NA,NA,50380
"Gabon","Migration and Refugee Assistance",625886,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gabon","Millennium Challenge Corporation",NA,NA,NA,NA,NA,NA,538,NA,3063,NA
"Gabon","Narcotics Control",NA,NA,NA,NA,NA,NA,NA,208879,NA,NA
"Gabon","Nonproliferation, Anti-Terrorism, Demining and Related",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gabon","Other Active Grant Programs",NA,269337,130495,56778,562215,420682,1071239,316234,319664,697648
"Gabon","Other State Assistance",NA,19566,21655,23569,22549,21253,21518,20888,56952,17129
"Gabon","Other USAID Assistance",NA,84,NA,NA,NA,NA,NA,NA,NA,NA
"Gabon","Peace Corps",3106898,2400517,2508357,2943788,2725449,1638934,4842,NA,NA,NA
"Gabon","Title II",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gambia, The","Department of Defense Security Assistance",NA,NA,NA,NA,NA,76081,54737,156659,37124,17285
"Gambia, The","Development Assistance",NA,101640,104665,-167839,92495,101256,NA,NA,81681,103380
"Gambia, The","Economic Support Fund/Security Support Assistance",NA,NA,NA,NA,NA,13352,NA,130550,NA,NA
"Gambia, The","Food For Education",NA,2280194,NA,NA,471360,NA,NA,NA,NA,NA
"Gambia, The","Global HIV/AIDS Initiative",NA,NA,NA,NA,NA,NA,NA,NA,102101,NA
"Gambia, The","Migration and Refugee Assistance",NA,140631,NA,NA,NA,NA,NA,78330,NA,NA
"Gambia, The","Millennium Challenge Corporation",NA,NA,NA,NA,NA,NA,5380,NA,NA,NA
"Gambia, The","Other Active Grant Programs",NA,NA,NA,NA,104801,744372,NA,NA,NA,NA
"Gambia, The","Other Food Aid Programs",NA,NA,NA,NA,NA,NA,NA,NA,10210130,NA
"Gambia, The","Other State Assistance",NA,NA,NA,35354,19820,NA,134460,27290,18378,NA
"Gambia, The","Other USAID Assistance",NA,NA,8728,746550,NA,55635,NA,NA,NA,NA
