"Country.Name","Program.Name","FY1990","FY1991","FY1992","FY1993","FY1994","FY1995","FY1996","FY1997","FY1998","FY1999"
"Costa Rica","Inactive Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Costa Rica","Migration and Refugee Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,297418
"Costa Rica","Narcotics Control",293222,327134,347809,385645,108299,133241,50686,205643,278078,1480707
"Costa Rica","Other Active Grant Programs",515453,1197011,417371,910236,987185,826639,264103,144081,206942,274450
"Costa Rica","Other Food Aid Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Costa Rica","Other State Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Costa Rica","Other USAID Assistance",19510060,22399723,18103475,11146849,4869277,3514577,NA,NA,NA,NA
"Costa Rica","Peace Corps",3458475,3067620,2788271,3209930,2894908,2619957,2228868,NA,856222,518247
"Costa Rica","Title I",23149098,NA,NA,21267202,6689529,NA,NA,NA,NA,NA
"Costa Rica","Title II",319458,NA,221149,363102,1372756,1528467,359873,NA,NA,NA
"Cote d'Ivoire","Child Survival and Health",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cote d'Ivoire","Development Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cote d'Ivoire","Economic Support Fund/Security Support Assistance",10802913,8576846,3688228,NA,NA,NA,NA,NA,NA,NA
"Cote d'Ivoire","Food For Education",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cote d'Ivoire","Global HIV/AIDS Initiative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cote d'Ivoire","Global Health and Child Survival",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cote d'Ivoire","Migration and Refugee Assistance",NA,NA,NA,NA,NA,NA,155194,280617,87870,NA
"Cote d'Ivoire","Narcotics Control",NA,NA,86952,70891,76364,NA,NA,NA,NA,140412
"Cote d'Ivoire","Nonproliferation, Anti-Terrorism, Demining and Related",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cote d'Ivoire","Other Active Grant Programs",NA,14870,NA,32610,NA,NA,NA,NA,143774,440383
"Cote d'Ivoire","Other Food Aid Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,6390320
"Cote d'Ivoire","Other State Assistance",NA,NA,NA,44236,240779,48946,48019,69342,NA,81822
"Cote d'Ivoire","Other USAID Assistance",5879871,11247445,11400900,8631648,280466,526167,NA,NA,NA,NA
"Cote d'Ivoire","Peace Corps",760834,1194037,1956427,2372002,1735557,1612490,1954094,2478197,3032990,3364778
"Cote d'Ivoire","Title I",23149098,14423614,14492055,14178135,6942226,51665,26839786,13145447,NA,12764713
"Cote d'Ivoire","Title II",1313326,2527850,NA,NA,NA,NA,NA,156263,58978,NA
"Croatia","Child Survival and Health",NA,NA,NA,NA,NA,NA,NA,NA,NA,1914707
"Croatia","Department of Defense Security Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Croatia","Development Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Croatia","Economic Support Fund/Security Support Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Croatia","Migration and Refugee Assistance",NA,NA,NA,NA,NA,NA,9438666,2393743,2368774,1015373
"Croatia","Narcotics Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Croatia","Nonproliferation, Anti-Terrorism, Demining and Related",NA,NA,NA,NA,NA,NA,NA,NA,NA,765883
"Croatia","Other Active Grant Programs",NA,NA,NA,NA,NA,NA,NA,NA,90537,178706
"Croatia","Other State Assistance",NA,NA,NA,36232,355825,NA,86567,85139,38802,114151
"Croatia","Other USAID Assistance",NA,NA,NA,764201,NA,16784313,14178855,2903892,22321256,21138410
"Croatia","Title I",NA,NA,NA,NA,13884452,NA,6669264,NA,NA,NA
"Croatia","Title II",NA,NA,NA,NA,11617399,NA,NA,NA,NA,NA
"Cuba","Development Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cuba","Economic Support Fund/Security Support Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cuba","Inactive Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cuba","Migration and Refugee Assistance",NA,NA,NA,NA,NA,NA,2547125,NA,NA,NA
"Cuba","Other Active Grant Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cuba","Other State Assistance",277789,687177,1672827,775686,802473,1187700,803857,740390,528995,950273
"Cuba","Other USAID Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cuba","Title II",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cyprus","Development Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cyprus","Economic Support Fund/Security Support Assistance",7683957,22240617,21738083,14178135,41651968,NA,12506204,5239317,59496,19477675
"Cyprus","Narcotics Control",NA,NA,NA,63802,NA,NA,NA,NA,NA,NA
"Cyprus","Nonproliferation, Anti-Terrorism, Demining and Related",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cyprus","Other Active Grant Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cyprus","Other USAID Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cyprus","Peace Corps",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cyprus","Title I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cyprus","Title II",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Czech Republic","Narcotics Control",NA,NA,NA,NA,20827,NA,288112,NA,NA,NA
"Czech Republic","Nonproliferation, Anti-Terrorism, Demining and Related",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Czech Republic","Other Active Grant Programs",NA,NA,NA,NA,NA,NA,NA,NA,102824,805877
"Czech Republic","Other State Assistance",NA,NA,NA,242531,293490,271086,NA,NA,NA,NA
"Czech Republic","Other USAID Assistance",NA,NA,NA,NA,NA,24523179,7233484,297331,NA,NA
"Czech Republic","Peace Corps",NA,NA,NA,2759065,2658873,2035327,1413884,561917,NA,NA
"Denmark","Inactive Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Denmark","Other Active Grant Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Denmark","Other USAID Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Denmark","Title II",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Djibouti","Child Survival and Health",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Djibouti","Department of Defense Security Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Djibouti","Development Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Djibouti","Economic Support Fund/Security Support Assistance",4983229,5974647,2898411,2835627,1388445,NA,NA,NA,NA,NA
"Djibouti","Global HIV/AIDS Initiative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Djibouti","Global Health and Child Survival",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Djibouti","Migration and Refugee Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Djibouti","Narcotics Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Djibouti","Nonproliferation, Anti-Terrorism, Demining and Related",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Djibouti","Other Active Grant Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,118074
"Djibouti","Other Food Aid Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Djibouti","Other State Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Djibouti","Other USAID Assistance",69447,89218,86952,85069,131902,88374,NA,NA,NA,NA
"Djibouti","Title II",NA,NA,NA,720675,NA,2337431,NA,NA,561588,1983253
"Dominica","Other Active Grant Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dominica","Other State Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dominica","Other USAID Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dominican Republic","Child Survival and Health",NA,NA,NA,NA,NA,NA,NA,NA,NA,4461267
"Dominican Republic","Department of Defense Security Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dominican Republic","Development Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,8140057
"Dominican Republic","Economic Support Fund/Security Support Assistance",NA,NA,7246028,2406029,NA,1181496,266771,392949,3233465,2935884
"Dominican Republic","Food For Education",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dominican Republic","Global HIV/AIDS Initiative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dominican Republic","Global Health and Child Survival",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dominican Republic","Inactive Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dominican Republic","Migration and Refugee Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dominican Republic","Millennium Challenge Corporation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dominican Republic","Narcotics Control",691386,267655,608666,567125,416534,322226,313455,327457,472086,912677
"Dominican Republic","Nonproliferation, Anti-Terrorism, Demining and Related",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dominican Republic","Other Active Grant Programs",577184,1244594,492730,798229,1056607,966679,913689,497735,1303733,1821364
"Dominican Republic","Other Food Aid Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,24994957
"Dominican Republic","Other State Assistance",61731,59479,181151,74363,NA,204464,NA,NA,NA,NA
"Dominican Republic","Other USAID Assistance",27772745,20673350,15919523,25252675,14882744,11401640,7346861,14058398,14954129,NA
"Dominican Republic","Other USDA Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dominican Republic","Peace Corps",3464648,3393267,3196947,3663630,3754356,2679780,3609406,3528680,3593026,4077049
"Dominican Republic","Title I",NA,NA,NA,NA,99544580,NA,NA,NA,NA,NA
"Dominican Republic","Title II",7756491,7445261,5188880,3362628,6357274,4031906,5748906,539650,NA,13843458
"East Africa (not specified)","Child Survival and Health",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"East Africa (not specified)","Development Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"East Africa (not specified)","Economic Support Fund/Security Support Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"East Africa (not specified)","Global HIV/AIDS Initiative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"East Africa (not specified)","Migration and Refugee Assistance",NA,NA,NA,NA,NA,NA,31345541,58287404,10347088,255294
"East Africa (not specified)","Other Active Grant Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"East Africa (not specified)","Other State Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"East Africa (not specified)","Other USAID Assistance",NA,NA,NA,NA,NA,NA,NA,1346505,18272958,NA
"East Africa (not specified)","Title I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"East Africa (not specified)","Title II",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eastern Europe (not specified)","Child Survival and Health",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eastern Europe (not specified)","Development Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eastern Europe (not specified)","Economic Support Fund/Security Support Assistance",NA,NA,29094250,NA,NA,NA,NA,NA,NA,NA
"Eastern Europe (not specified)","Global Health and Child Survival",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eastern Europe (not specified)","Inactive Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eastern Europe (not specified)","Migration and Refugee Assistance",NA,NA,NA,NA,NA,NA,5602182,2030235,NA,10467064
"Eastern Europe (not specified)","Narcotics Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eastern Europe (not specified)","Nonproliferation, Anti-Terrorism, Demining and Related",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eastern Europe (not specified)","Other Active Grant Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eastern Europe (not specified)","Other Food Aid Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eastern Europe (not specified)","Other State Assistance",1828756,661523,792382,455621,NA,NA,NA,NA,25868,NA
"Eastern Europe (not specified)","Other USAID Assistance",NA,NA,566682835,353557306,649373053,109093274,61922782,231429812,84718078,NA
"Eastern Europe (not specified)","Peace Corps",512367,1417083,1891213,2505276,3536370,NA,NA,2902582,NA,NA
"Eastern Europe (not specified)","Title II",NA,NA,10331096,130852698,NA,NA,NA,NA,NA,NA
"Eastern Europe (not specified)","Voluntary Contributions to Multilateral Organizations, Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,45670865
"Ecuador","Child Survival and Health",NA,NA,NA,NA,NA,NA,NA,NA,NA,2489119
"Ecuador","Department of Defense Security Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Development Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,14980667
"Ecuador","Economic Support Fund/Security Support Assistance",179020,NA,8985074,NA,NA,NA,NA,392949,1293386,1531766
"Ecuador","Global Health and Child Survival",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Inactive Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Migration and Refugee Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Narcotics Control",2160583,2230456,1449206,2126720,694223,679802,666926,785898,646693,1531766
"Ecuador","Nonproliferation, Anti-Terrorism, Demining and Related",NA,NA,NA,NA,NA,NA,NA,NA,NA,1276471
"Ecuador","Other Active Grant Programs",80250,NA,52171,1069031,1357899,682521,604235,1153960,1891577,1656355
"Ecuador","Other Food Aid Programs",3935347,5781341,NA,NA,NA,NA,NA,NA,NA,1632009
"Ecuador","Other State Assistance",233883,37174,476789,269385,236036,193744,113377,122829,NA,61751
"Ecuador","Other USAID Assistance",26292746,23859928,23153957,19049742,16001831,13780947,12631586,14007315,12860137,NA
"Ecuador","Other USDA Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador","Peace Corps",3688423,3776905,3336071,4585209,4623523,3371818,3213251,3419964,3462394,3165649
"Ecuador","Title I",NA,NA,NA,NA,NA,607743,NA,NA,NA,NA
"Ecuador","Title II",516997,880287,4355297,NA,4246560,300337,969444,NA,NA,819495
"Egypt","Child Survival and Health",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Egypt","Development Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Egypt","Economic Support Fund/Security Support Assistance",1386459695,1161054793,1293926049,1060280601,821404193,1326684011,1089546983,1058463898,1069826840,1097597513
"Egypt","Global Health and Child Survival",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Egypt","Inactive Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Egypt","Migration and Refugee Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Egypt","Narcotics Control",NA,185871,72460,283563,NA,NA,NA,NA,NA,NA
"Egypt","Nonproliferation, Anti-Terrorism, Demining and Related",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Egypt","Other Active Grant Programs",NA,72862,NA,NA,NA,NA,NA,NA,2172758,1850041
"Egypt","Other Food Aid Programs",NA,81784863,NA,3163142,NA,NA,NA,NA,NA,NA
"Egypt","Other State Assistance",NA,NA,NA,132805,62480,76932,353434,456443,641849,367709
"Egypt","Other USAID Assistance",3270196,2924871,11594,35445,NA,51665,NA,NA,NA,NA
"Egypt","Other USDA Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Egypt","Title I",297620243,237989623,58562395,NA,7274065,NA,9092874,NA,NA,NA
"Egypt","Title II",NA,NA,NA,4473060,25539617,NA,804046,3651411,5065417,583347
"El Salvador","Child Survival and Health",NA,NA,NA,NA,NA,NA,NA,NA,NA,14304137
"El Salvador","Department of Defense Security Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"El Salvador","Development Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,26148514
"El Salvador","Economic Support Fund/Security Support Assistance",210433021,184347164,181810079,133699809,34849975,51924640,37367886,6549147,1293386,2552943
"El Salvador","Food For Education",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"El Salvador","Global Health and Child Survival",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"El Salvador","Inactive Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"El Salvador","Migration and Refugee Assistance",NA,NA,NA,NA,NA,NA,NA,NA,478553,NA
"El Salvador","Millennium Challenge Corporation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"El Salvador","Narcotics Control",185193,193306,231873,290652,179109,163152,66693,231840,209529,487612
"El Salvador","Nonproliferation, Anti-Terrorism, Demining and Related",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"El Salvador","Other Active Grant Programs",NA,NA,73909,304830,2777,1360,NA,103477,616945,1568370
"El Salvador","Other Food Aid Programs",NA,13265264,NA,1308642,NA,NA,NA,232992,1724808,12496352
"El Salvador","Other State Assistance",115745,233454,449254,138166,127304,NA,NA,105352,NA,NA
"El Salvador","Other USAID Assistance",97774076,82834664,157860508,110519977,43076513,33145788,26639708,32690720,46242431,NA
"El Salvador","Other USDA Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"El Salvador","Peace Corps",NA,NA,5797,516084,944143,874225,1324516,1481417,1911625,2260631
"El Salvador","Title I",62039584,50482647,42606642,47354969,NA,NA,33346320,NA,NA,12764713
"El Salvador","Title II",10506604,7721838,13989471,10777084,NA,NA,5943781,NA,2186340,4191676
"Equatorial Guinea","Development Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Equatorial Guinea","Economic Support Fund/Security Support Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Equatorial Guinea","Other Active Grant Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Equatorial Guinea","Other Food Aid Programs",NA,NA,NA,NA,NA,NA,268033,151731,836402,1150063
"Equatorial Guinea","Other State Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Equatorial Guinea","Other USAID Assistance",1597288,1345708,79706,76562,59703,74778,NA,NA,NA,NA
"Equatorial Guinea","Peace Corps",657434,1095897,1360804,463625,NA,NA,NA,NA,NA,NA
"Equatorial Guinea","Title II",NA,NA,NA,NA,NA,218488,NA,NA,NA,NA
"Eritrea","Child Survival and Health",NA,NA,NA,NA,NA,NA,NA,NA,NA,6241944
"Eritrea","Department of Defense Security Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eritrea","Development Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,6746151
"Eritrea","Economic Support Fund/Security Support Assistance",NA,NA,NA,NA,2776890,NA,NA,NA,NA,NA
"Eritrea","Food For Education",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eritrea","Migration and Refugee Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eritrea","Nonproliferation, Anti-Terrorism, Demining and Related",NA,NA,NA,NA,NA,NA,NA,654915,1188622,NA
"Eritrea","Other Active Grant Programs",NA,NA,NA,NA,NA,NA,NA,NA,3233,NA
"Eritrea","Other Food Aid Programs",NA,NA,NA,NA,5084932,NA,NA,19515802,6508577,NA
"Eritrea","Other State Assistance",NA,NA,NA,75144,NA,NA,NA,NA,NA,NA
"Eritrea","Other USAID Assistance",NA,NA,NA,8506881,11211695,5363638,11187023,10084376,15635744,NA
"Eritrea","Peace Corps",NA,NA,NA,NA,384599,1161102,1184461,1554767,809660,122541
"Eritrea","Title I",NA,NA,NA,NA,NA,NA,NA,NA,NA,12764713
"Eritrea","Title II",NA,NA,NA,NA,34519525,5626314,2965288,1193909,68291,928760
"Estonia","Department of Defense Security Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Estonia","Global HIV/AIDS Initiative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Estonia","Narcotics Control",NA,NA,NA,NA,NA,NA,20008,NA,NA,NA
"Estonia","Nonproliferation, Anti-Terrorism, Demining and Related",NA,NA,NA,NA,NA,NA,NA,NA,NA,427618
"Estonia","Other Active Grant Programs",NA,NA,NA,NA,NA,NA,NA,NA,3233,NA
"Estonia","Other State Assistance",54015,NA,24422,NA,54526,146194,40006,94102,NA,39571
"Estonia","Other USAID Assistance",NA,NA,NA,35445,NA,3219543,66693,NA,NA,NA
"Estonia","Peace Corps",NA,NA,NA,NA,NA,NA,NA,NA,810953,954801
"Estonia","Title I",NA,NA,14492055,NA,NA,NA,NA,NA,NA,NA
"Ethiopia","Child Survival and Health",NA,NA,NA,NA,NA,NA,NA,NA,NA,32932001
"Ethiopia","Department of Defense Security Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ethiopia","Development Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,21576244
"Ethiopia","Economic Support Fund/Security Support Assistance",NA,NA,4347617,NA,NA,NA,NA,NA,NA,NA
"Ethiopia","Food For Education",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ethiopia","Global HIV/AIDS Initiative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ethiopia","Global Health and Child Survival",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ethiopia","Inactive Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ethiopia","Migration and Refugee Assistance",NA,NA,NA,NA,NA,NA,NA,NA,2586772,NA
"Ethiopia","Narcotics Control",NA,NA,NA,42534,NA,NA,53354,NA,NA,NA
"Ethiopia","Nonproliferation, Anti-Terrorism, Demining and Related",NA,NA,NA,NA,NA,NA,NA,654915,1577931,NA
"Ethiopia","Other Active Grant Programs",NA,28252,NA,NA,NA,NA,NA,NA,513086,1650992
"Ethiopia","Other Food Aid Programs",NA,NA,28619345,50934948,60447073,52695128,33337783,13229014,12803875,42268240
"Ethiopia","Other State Assistance",NA,163437,313675,35374,189085,33990,128119,62872,276895,63351
"Ethiopia","Other USAID Assistance",554035,1241620,61720214,53217628,45155015,33571345,45503054,40011356,51052533,NA
"Ethiopia","Other USDA Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ethiopia","Peace Corps",NA,NA,NA,NA,NA,1307939,1425889,1632047,1771939,668871
"Ethiopia","Title I",NA,NA,NA,NA,753926,NA,498861,NA,232809,NA
"Ethiopia","Title II",110959802,76397569,189461014,82334979,92154442,74625542,58713265,52891824,82458274,88497625
"Eurasia (not specified)","Child Survival and Health",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eurasia (not specified)","Department of Defense Security Assistance",NA,NA,NA,NA,NA,5391564,13338169,7836899,2309603,2245154
"Eurasia (not specified)","Development Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eurasia (not specified)","Economic Support Fund/Security Support Assistance",NA,NA,179617431,140303984,NA,NA,NA,NA,19400790,NA
"Eurasia (not specified)","Global HIV/AIDS Initiative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eurasia (not specified)","Global Health and Child Survival",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eurasia (not specified)","Inactive Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eurasia (not specified)","Migration and Refugee Assistance",NA,NA,NA,NA,NA,NA,66693,4387928,873272,7463730
"Eurasia (not specified)","Narcotics Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eurasia (not specified)","Nonproliferation, Anti-Terrorism, Demining and Related",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eurasia (not specified)","Other Active Grant Programs",NA,NA,NA,NA,NA,NA,NA,NA,2260323,4984188
"Eurasia (not specified)","Other Food Aid Programs",NA,NA,138294785,NA,NA,NA,NA,NA,NA,6456818
"Eurasia (not specified)","Other State Assistance",1496105,NA,NA,NA,NA,NA,NA,162943,342847,114696
"Eurasia (not specified)","Other USAID Assistance",NA,NA,15323899,528020669,53294081,113034766,112729235,506035527,378400777,22681618
"Eurasia (not specified)","Other USDA Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eurasia (not specified)","Peace Corps",NA,NA,4507029,NA,1246824,3261690,2911801,NA,NA,NA
"Eurasia (not specified)","Title I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eurasia (not specified)","Title II",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fiji","Economic Support Fund/Security Support Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fiji","Narcotics Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fiji","Other Active Grant Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,32882
"Fiji","Other State Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fiji","Other USAID Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fiji","Peace Corps",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Finland","Inactive Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Finland","Other USAID Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Finland","Title I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Finland","Title II",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"France","Economic Support Fund/Security Support Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"France","Inactive Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"France","Other Active Grant Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"France","Other USAID Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"France","Title I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"France","Title II",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gabon","Department of Defense Security Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gabon","Development Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gabon","Economic Support Fund/Security Support Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gabon","Global HIV/AIDS Initiative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gabon","Migration and Refugee Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gabon","Millennium Challenge Corporation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gabon","Narcotics Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gabon","Nonproliferation, Anti-Terrorism, Demining and Related",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gabon","Other Active Grant Programs",NA,NA,NA,NA,NA,NA,NA,NA,1293,NA
"Gabon","Other State Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gabon","Other USAID Assistance",NA,NA,NA,106336,40265,38069,NA,NA,NA,NA
"Gabon","Peace Corps",3611259,3985081,4059225,4873025,4688780,3715798,3325295,3337445,2744565,3022684
"Gabon","Title II",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gambia, The","Department of Defense Security Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gambia, The","Development Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gambia, The","Economic Support Fund/Security Support Assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gambia, The","Food For Education",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
